contribution_id,donor_id,gift_date,gift_amount,online_order_id,online_reference_line_item_id
49097989,259351036,2021-02-27,14,PP261519198866,377731231
49099075,266293150,2021-02-27,14,PP261519200033,377746203
49097219,266292346,2021-02-27,14,PP261519197991,377719935
49097492,257406918,2021-02-27,14,PP261519198306,377724027
49098908,266293056,2021-02-27,14,PP261519199867,377744042
49097460,266292458,2021-02-27,14,PP261519198275,377723630
49097390,249584564,2021-02-27,14,PP261519198212,377722780
49098352,266292796,2021-02-27,14,PP261519199248,377736116
49098570,262168736,2021-02-27,14,PP261519199493,377739171
49098400,256259612,2021-02-27,14,PP261519199302,377736776
49098723,266264994,2021-02-27,14,PP261519199647,377741160
49097721,250420486,2021-02-27,14,PP261519198566,377727286
49098586,266292896,2021-02-27,14,PP261519199484,377739057
49099519,247276320,2021-02-27,14,PP261519200308,377749623
49098067,243208660,2021-02-27,14,PP261519198948,377732267
49097334,260791416,2021-02-27,14,PP261519198153,377722021
49099019,262363152,2021-02-27,14,PP261519199995,377745712
49097636,257115248,2021-02-27,14,PP261519198446,377725780
49099317,266293270,2021-02-27,14,PP261519200188,377748156
49097953,266193764,2021-02-27,14,PP261519198835,377730821
49098333,266292786,2021-02-27,14,PP261519199227,377735859
49098804,240996438,2021-02-27,14,PP261519199755,377742561
49097206,243465346,2021-02-27,14,PP261519198000,377720065
49099010,266293120,2021-02-27,14,PP261519199988,377745604
49099125,257347554,2021-02-27,14,PP261519200056,377746529
49100454,266218708,2021-02-27,14,PP261519200800,377755856
49098680,251550444,2021-02-27,80,PP261519199606,377740652
49098185,254884262,2021-02-27,80,PP261519199083,377734027
49098780,266292988,2021-02-27,4,PP261519199718,377742059
49100213,251287580,2021-02-27,4,PP261519200668,377754177
49097732,262123656,2021-02-27,4,PP261519198552,377727123
49098371,252659130,2021-02-27,4,PP261519199201,377735541
49098486,262066070,2021-02-27,4,PP261519199389,377737889
49098327,254081748,2021-02-27,70,PP261519199249,377736121
49098833,257291138,2021-02-27,70,PP261519199783,377742916
49098167,254778278,2021-02-27,250,PP261519199061,377733749
49098711,254518010,2021-02-27,250,PP261519199638,377741054
49098866,266293038,2021-02-27,8,PP261519199834,377743619
49098863,262143826,2021-02-27,8,PP261519199832,377743593
49098381,257383194,2021-02-27,8,PP261519199255,377736208
49098471,248165506,2021-02-27,60,PP261519199375,377737706
49097759,266438870,2021-02-27,22,PP261519198589,377727586
49097517,240742554,2021-02-27,240,PP261519198330,377724327
49098348,257028538,2021-02-27,202,PP261519199249,377736130
49098903,258001390,2021-02-27,36,PP261519199882,377744263
49097903,248526904,2021-02-27,88,PP261519198779,377730071
49097589,257428682,2021-02-27,50,PP261519198397,377725200
49098254,266292748,2021-02-27,50,PP261519199171,377735136
49097941,255664186,2021-02-27,50,PP261519198824,377730665
49100740,266293836,2021-02-27,50,PP261519201002,377758396
49099901,256795100,2021-02-27,50,PP261519200485,377751874
49100772,240009398,2021-02-27,50,PP261519201030,377758751
49098274,256413084,2021-02-27,50,PP261519199190,377735394
49097361,256212086,2021-02-27,50,PP261519198177,377722307
49098308,255619746,2021-02-27,50,PP261519199215,377735711
49098376,261289704,2021-02-27,50,PP261519199295,377736689
49098264,266236050,2021-02-27,50,PP261519199178,377735227
49098116,266292708,2021-02-27,50,PP261519199002,377732981
49097661,262235152,2021-02-27,50,PP261519198470,377726093
49100851,250733286,2021-02-27,50,PP261519201077,377759344
49097634,254985618,2021-02-27,50,PP261519198440,377725714
49097487,256815896,2021-02-27,50,PP261519198295,377723879
49098189,264441094,2021-02-27,50,PP261519199086,377734076
49098063,266292690,2021-02-27,50,PP261519198966,377732510
49097185,257267694,2021-02-27,50,PP261519197974,377719735
49097510,266237714,2021-02-27,50,PP261519198326,377724283
49097667,245625324,2021-02-27,50,PP261519198476,377726174
49098258,254675234,2021-02-27,50,PP261519199192,377735424
49098033,250780088,2021-02-27,50,PP261519198917,377731886
49098140,257391390,2021-02-27,50,PP261519199029,377733349
49100034,244111512,2021-02-27,50,PP261519200559,377752804
49098221,250396214,2021-02-27,50,PP261519199130,377734616
49098887,242596608,2021-02-27,50,PP261519199856,377743907
49100693,255851840,2021-02-27,50,PP261519200961,377757917
49097763,254801576,2021-02-27,50,PP261519198592,377727625
49098268,255903090,2021-02-27,50,PP261519199182,377735300
49100767,266293848,2021-02-27,50,PP261519201024,377758677
49098494,255497344,2021-02-27,50,PP261519199400,377738017
49097477,266292460,2021-02-27,50,PP261519198261,377723439
49098622,247384458,2021-02-27,50,PP261519199522,377739567
49098990,241138420,2021-02-27,50,PP261519199970,377745368
49098456,250317778,2021-02-27,50,PP261519199357,377737489
49100179,256980778,2021-02-27,50,PP261519200645,377753891
49097336,240494246,2021-02-27,50,PP261519198154,377722028
49097458,256276862,2021-02-27,50,PP261519198297,377723914
49097802,257317198,2021-02-27,50,PP261519198657,377728478
49097640,240552598,2021-02-27,50,PP261519198451,377725846
49098827,266293012,2021-02-27,50,PP261519199759,377742612
49097997,257437064,2021-02-27,50,PP261519198880,377731401
49098036,245843250,2021-02-27,50,PP261519198891,377731556
49097440,266236528,2021-02-27,50,PP261519198253,377723334
49100823,256517260,2021-02-27,50,PP261519201064,377759182
49099777,266293460,2021-02-27,50,PP261519200412,377750992
49099523,246357428,2021-02-27,50,PP261519200286,377749359
49098850,266293024,2021-02-27,50,PP261519199804,377743206
49097812,255479708,2021-02-27,50,PP261519198646,377728332
49098834,254745998,2021-02-27,50,PP261519199782,377742912
49098794,243062540,2021-02-27,50,PP261519199735,377742316
49099105,262161618,2021-02-27,50,PP261519200045,377746386
49097915,258282196,2021-02-27,50,PP261519198789,377730220
49098374,252620330,2021-02-27,50,PP261519199275,377736434
49099203,241030078,2021-02-27,50,PP261519200117,377747256
49098499,266292860,2021-02-27,50,PP261519199402,377738038
49097316,255816306,2021-02-27,50,PP261519198138,377721828
49098633,266292916,2021-02-27,50,PP261519199482,377739031
49098487,266292854,2021-02-27,50,PP261519199387,377737868
49098395,257515740,2021-02-27,50,PP261519199316,377736956
49097714,266292556,2021-02-27,50,PP261519198535,377726900
49097567,243280972,2021-02-27,50,PP261519198370,377724851
49097914,262534452,2021-02-27,50,PP261519198789,377730217
49098126,256442744,2021-02-27,50,PP261519199016,377733160
49097383,256065600,2021-02-27,50,PP261519198204,377722659
49100222,266293656,2021-02-27,50,PP261519200673,377754236
49098093,265953566,2021-02-27,50,PP261519198945,377732241
49097663,256503598,2021-02-27,50,PP261519198497,377726430
49098425,257207620,2021-02-27,50,PP261519199333,377737186
49098135,245789250,2021-02-27,50,PP261519199028,377733315
49099179,259580182,2021-02-27,50,PP261519200101,377747045
49097349,257377974,2021-02-27,50,PP261519198174,377722269
49099614,264123744,2021-02-27,50,PP261519200330,377749938
49097425,254640770,2021-02-27,50,PP261519198269,377723550
49097485,266292466,2021-02-27,50,PP261519198299,377723933
49098441,254030840,2021-02-27,50,PP261519199346,377737354
49098871,256881004,2021-02-27,50,PP261519199835,377743632
49100637,251279150,2021-02-27,50,PP261519200923,377757422
49097783,266292580,2021-02-27,50,PP261519198615,377727930
49098482,256181250,2021-02-27,50,PP261519199384,377737823
49098191,262180920,2021-02-27,50,PP261519199091,377734128
49098428,256506378,2021-02-27,50,PP261519199331,377737161
49098366,252971490,2021-02-27,50,PP261519199268,377736358
49097779,254799486,2021-02-27,50,PP261519198612,377727893
49097598,266292220,2021-02-27,50,PP261519198408,377725344
49097734,257330440,2021-02-27,50,PP261519198558,377727196
49098956,256578032,2021-02-27,50,PP261519199945,377745055
49097637,256130020,2021-02-27,50,PP261519198469,377726084
49098519,266292870,2021-02-27,50,PP261519199420,377738267
49098053,250192612,2021-02-27,50,PP261519198934,377732094
49098134,262092550,2021-02-27,50,PP261519199027,377733300
49098353,242834472,2021-02-27,50,PP261519199250,377736136
49098272,257636502,2021-02-27,50,PP261519199189,377735391
49099313,250698302,2021-02-27,50,PP261519200182,377748091
49100299,255093330,2021-02-27,50,PP261519199671,377741445
49098588,245837210,2021-02-27,50,PP261519199488,377739114
49098904,255550138,2021-02-27,50,PP261519199883,377744274
49099577,250887882,2021-02-27,50,PP261519200314,377749728
49098406,242190946,2021-02-27,50,PP261519199310,377736881
49100687,256402986,2021-02-27,50,PP261519200957,377757854
49098614,258899324,2021-02-27,50,PP261519199521,377739544
49098291,255803832,2021-02-27,50,PP261519199202,377735556
49098555,262405382,2021-02-27,50,PP261519199454,377738679
49098250,254333158,2021-02-27,50,PP261519199168,377735084
49098735,255251710,2021-02-27,50,PP261519199665,377741372
49097713,266292554,2021-02-27,50,PP261519198533,377726875
49099018,254238868,2021-02-27,50,PP261519199995,377745711
49100015,249909320,2021-02-27,50,PP261519200543,377752596
49098491,266292856,2021-02-27,50,PP261519199393,377737931
49100501,248556586,2021-02-27,50,PP261519200837,377756339
49098898,255011352,2021-02-27,50,PP261519199876,377744178
49097638,256065882,2021-02-27,50,PP261519198447,377725800
49097639,266292520,2021-02-27,50,PP261519198446,377725792
49097985,254818030,2021-02-27,50,PP261519198863,377731185
49097484,256034094,2021-02-27,50,PP261519198299,377723936
49098392,262163296,2021-02-27,50,PP261519199294,377736683
49098424,257505080,2021-02-27,50,PP261519199333,377737179
49097393,262238432,2021-02-27,50,PP261519198209,377722728
49097444,266292450,2021-02-27,50,PP261519198261,377723436
49098422,262247356,2021-02-27,50,PP261519199348,377737381
49098837,240303024,2021-02-27,50,PP261519199784,377742937
49099925,262105034,2021-02-27,50,PP261519200496,377752010
49098611,254632690,2021-02-27,50,PP261519199532,377739695
49098426,257159686,2021-02-27,50,PP261519199351,377737420
49098249,256922008,2021-02-27,50,PP261519199182,377735293
49097722,266292562,2021-02-27,50,PP261519198546,377727042
49097531,266292486,2021-02-27,50,PP261519198336,377724404
49097730,255867850,2021-02-27,50,PP261519198572,377727357
49097654,255846232,2021-02-27,50,PP261519198462,377725990
49098065,255552890,2021-02-27,50,PP261519198949,377732287
49097683,262083710,2021-02-27,50,PP261519198494,377726387
49097922,241598786,2021-02-27,50,PP261519198796,377730306
49098511,256436166,2021-02-27,50,PP261519199417,377738228
49098474,256096948,2021-02-27,50,PP261519199378,377737747
49098980,256363032,2021-02-27,50,PP261519199965,377745291
49098613,257431674,2021-02-27,50,PP261519199498,377739233
49098926,256062828,2021-02-27,50,PP261519199903,377744533
49098121,251304826,2021-02-27,50,PP261519199011,377733086
49098315,256017532,2021-02-27,50,PP261519199212,377735679
49098595,250627054,2021-02-27,50,PP261519199495,377739191
49098303,257598154,2021-02-27,50,PP261519199207,377735611
49098656,256861082,2021-02-27,50,PP261519199565,377740134
49098503,243832574,2021-02-27,50,PP261519199407,377738112
49098594,266232116,2021-02-27,50,PP261519199496,377739197
49097737,262106054,2021-02-27,50,PP261519198564,377727262
49100381,255935194,2021-02-27,50,PP261519200766,377755391
49099460,255766826,2021-02-27,50,PP261519200264,377749096
49097896,251213814,2021-02-27,50,PP261519198772,377729975
49098429,251251008,2021-02-27,50,PP261519199331,377737159
49098069,256073580,2021-02-27,50,PP261519198952,377732330
49097932,255338476,2021-02-27,50,PP261519198790,377730226
49097743,266292572,2021-02-27,50,PP261519198572,377727365
49098518,248742988,2021-02-27,50,PP261519199420,377738270
49099068,266293146,2021-02-27,50,PP261519200047,377746409
49098846,257549354,2021-02-27,50,PP261519199797,377743119
49097399,266292430,2021-02-27,50,PP261519198218,377722860
49097466,253444248,2021-02-27,50,PP261519198279,377723681
49098129,245790430,2021-02-27,50,PP261519199017,377733168
49098882,246611612,2021-02-27,50,PP261519199848,377743806
49098696,257306158,2021-02-27,50,PP261519199624,377740863
49098865,266293036,2021-02-27,50,PP261519199830,377743568
49097834,260337684,2021-02-27,50,PP261519198673,377728682
49097992,256015748,2021-02-27,50,PP261519198871,377731287
49100264,266293678,2021-02-27,50,PP261519200692,377754470
49098770,250407820,2021-02-27,50,PP261519199707,377741933
49099178,256610258,2021-02-27,50,PP261519200102,377747059
49098744,245071120,2021-02-27,50,PP261519199653,377741242
49097591,247312824,2021-02-27,50,PP261519198402,377725267
49098807,266292998,2021-02-27,50,PP261519199753,377742538
49098299,266292764,2021-02-27,50,PP261519199205,377735593
49099443,240231406,2021-02-27,50,PP261519200251,377748929
49100864,266293878,2021-02-27,50,PP261519201094,377759556
49097565,266292504,2021-02-27,50,PP261519198366,377724806
49098505,255832416,2021-02-27,50,PP261519199409,377738129
49098725,266292958,2021-02-27,50,PP261519199651,377741216
49100467,255960094,2021-02-27,50,PP261519200811,377755997
49098778,266292984,2021-02-27,50,PP261519199714,377742009
49098411,255294146,2021-02-27,50,PP261519199316,377736961
49100802,256369854,2021-02-27,50,PP261519201057,377759091
49098860,266293032,2021-02-27,50,PP261519199827,377743520
49098841,266293018,2021-02-27,50,PP261519199792,377743062
49098011,266261948,2021-02-27,50,PP261519198914,377731855
49098957,262153676,2021-02-27,50,PP261519199962,377745261
49097959,262195288,2021-02-27,50,PP261519198857,377731115
49098760,266232024,2021-02-27,50,PP261519199695,377741753
49098362,262245748,2021-02-27,50,PP261519199260,377736272
49097776,256103358,2021-02-27,50,PP261519198607,377727825
49098098,254554038,2021-02-27,50,PP261519198977,377732648
49100300,266293696,2021-02-27,50,PP261519200713,377754721
49097872,247448814,2021-02-27,50,PP261519198726,377729360
49098257,244554272,2021-02-27,50,PP261519199174,377735182
49097813,260744578,2021-02-27,50,PP261519198649,377728391
49097662,262158078,2021-02-27,50,PP261519198470,377726097
49098890,240571366,2021-02-27,50,PP261519199862,377743981
49098059,266292688,2021-02-27,50,PP261519198940,377732169
49100294,256519686,2021-02-27,50,PP261519200712,377754707
49097330,256540020,2021-02-27,50,PP261519198171,377722231
49099704,266267878,2021-02-27,50,PP261519200370,377750454
49097762,256969354,2021-02-27,50,PP261519198588,377727581
49098757,255778076,2021-02-27,50,PP261519199689,377741677
49097534,262197442,2021-02-27,50,PP261519198264,377723479
49097957,247964404,2021-02-27,50,PP261519198841,377730900
49100151,266293612,2021-02-27,50,PP261519200629,377753701
49097972,266292656,2021-02-27,50,PP261519198854,377731073
49097986,266292664,2021-02-27,50,PP261519198866,377731221
49098081,256290942,2021-02-27,50,PP261519198959,377732415
49097612,266292514,2021-02-27,50,PP261519198412,377725381
49098881,252780344,2021-02-27,50,PP261519199850,377743829
49097467,260655872,2021-02-27,50,PP261519198273,377723608
49098776,266243572,2021-02-27,50,PP261519199712,377741984
49098877,251279020,2021-02-27,50,PP261519199826,377743512
49098944,266293080,2021-02-27,50,PP261519199903,377744535
49098802,256872658,2021-02-27,50,PP261519199752,377742528
49098733,262185814,2021-02-27,50,PP261519199667,377741398
49097659,240426546,2021-02-27,50,PP261519198470,377726096
49097894,266292640,2021-02-27,50,PP261519198759,377729791
49098046,254318964,2021-02-27,50,PP261519198954,377732362
49098290,255599914,2021-02-27,50,PP261519199203,377735559
49098090,262142866,2021-02-27,50,PP261519198967,377732519
49098218,249684736,2021-02-27,50,PP261519199127,377734582
49097684,257009264,2021-02-27,50,PP261519198460,377725972
49097842,253236902,2021-02-27,50,PP261519198678,377728754
49100836,266278320,2021-02-27,50,PP261519201072,377759282
49098942,256052140,2021-02-27,50,PP261519199937,377744949
49098238,247639656,2021-02-27,50,PP261519199154,377734903
49100364,266293720,2021-02-27,50,PP261519200757,377755274
49098207,256987240,2021-02-27,50,PP261519199105,377734307
49100047,259138566,2021-02-27,50,PP261519200563,377752847
49098938,260506478,2021-02-27,50,PP261519199936,377744927
49097593,253193892,2021-02-27,50,PP261519198403,377725284
49097525,260464188,2021-02-27,50,PP261519198355,377724671
49098469,248165506,2021-02-27,50,PP261519199350,377737414
49097830,262743480,2021-02-27,50,PP261519198669,377728633
49099900,257302862,2021-02-27,50,PP261519200483,377751849
49098175,256672008,2021-02-27,50,PP261519199069,377733857
49098660,256658104,2021-02-27,50,PP261519199576,377740283
49098483,243036274,2021-02-27,50,PP261519199386,377737849
49097660,254136062,2021-02-27,50,PP261519198470,377726099
49097866,256751598,2021-02-27,50,PP261519198735,377729474
49098811,257296436,2021-02-27,50,PP261519199772,377742779
49098239,266292746,2021-02-27,50,PP261519199133,377734658
49097766,252302278,2021-02-27,50,PP261519198599,377727729
49098310,262107984,2021-02-27,50,PP261519199216,377735722
49097258,264852390,2021-02-27,50,PP261519198064,377720868
49098281,255896520,2021-02-27,50,PP261519199195,377735464
49098343,266292790,2021-02-27,50,PP261519199242,377736037
49098213,262125752,2021-02-27,50,PP261519199098,377734218
49098621,257444176,2021-02-27,50,PP261519199521,377739552
49097528,255660902,2021-02-27,50,PP261519198336,377724410
49098709,256129260,2021-02-27,26,PP261519199636,377741023
49098824,256078920,2021-02-27,26,PP261519199788,377743005
49097423,254617428,2021-02-27,26,PP261519198241,377723180
49097889,256062876,2021-02-27,26,PP261519198745,377729620
49097345,251499346,2021-02-27,500,PP261519198170,377722223
49098655,256490572,2021-02-27,500,PP261519199567,377740157
49098234,253730474,2021-02-27,500,PP261519199129,377734602
49097705,250078678,2021-02-27,500,PP261519198519,377726697
49097317,247536890,2021-02-27,40,PP261519198140,377721855
49100497,258915120,2021-02-27,40,PP261519200834,377756292
49098217,255737128,2021-02-27,40,PP261519199126,377734573
49098667,255099890,2021-02-27,40,PP261519199585,377740393
49098455,247826768,2021-02-27,400,PP261519199358,377737508
49098402,254901236,2021-02-27,30,PP261519199303,377736795
49097752,252976810,2021-02-27,30,PP261519198580,377727462
49100277,266293684,2021-02-27,30,PP261519200700,377754559
49098183,254435284,2021-02-27,30,PP261519199070,377733872
49098466,254062860,2021-02-27,30,PP261519199368,377737618
49098699,250838570,2021-02-27,30,PP261519199628,377740922
49098404,250572902,2021-02-27,30,PP261519199308,377736851
49097397,266292428,2021-02-27,300,PP261519198239,377723153
49098548,256911752,2021-02-27,6,PP261519199452,377738661
49099621,251483434,2021-02-27,6,PP261519200332,377749964
49100313,255976036,2021-02-27,6,PP261519200725,377754886
49098481,248165506,2021-02-27,6,PP261519199364,377737572
49097761,257518004,2021-02-27,6,PP261519198590,377727607
49098941,266293078,2021-02-27,6,PP261519199920,377744744
49100726,256490156,2021-02-27,20,PP261519200990,377758244
49097285,266292390,2021-02-27,20,PP261519198099,377721306
49097718,266292560,2021-02-27,20,PP261519198540,377726966
49098347,250875406,2021-02-27,20,PP261519199251,377736144
49098828,262986144,2021-02-27,20,PP261519199778,377742857
49098638,266292920,2021-02-27,20,PP261519199541,377739820
49098243,256383150,2021-02-27,20,PP261519199160,377734985
49097387,240525892,2021-02-27,20,PP261519198207,377722703
49098394,266292810,2021-02-27,20,PP261519199295,377736692
49097310,255577370,2021-02-27,20,PP261519198150,377721986
49097970,257110984,2021-02-27,20,PP261519198848,377730990
49097495,266292470,2021-02-27,20,PP261519198312,377724098
49098259,249829370,2021-02-27,20,PP261519199116,377734449
49100026,259463714,2021-02-27,20,PP261519200552,377752711
49097789,255672744,2021-02-27,20,PP261519198621,377728013
49098798,243383302,2021-02-27,20,PP261519199746,377742460
49097707,253185318,2021-02-27,20,PP261519198519,377726704
49097515,256687444,2021-02-27,20,PP261519198328,377724305
49100120,266243166,2021-02-27,20,PP261519200610,377753470
49098598,266292900,2021-02-27,20,PP261519199499,377739237
49098814,266293002,2021-02-27,20,PP261519199760,377742625
49100523,262202462,2021-02-27,20,PP261519200848,377756471
49097991,262091524,2021-02-27,20,PP261519198870,377731269
49098635,242696088,2021-02-27,20,PP261519199535,377739728
49099896,262182746,2021-02-27,20,PP261519200483,377751848
49098915,252387126,2021-02-27,20,PP261519199917,377744705
49098384,254103834,2021-02-27,20,PP261519199286,377736572
49097886,257601322,2021-02-27,20,PP261519198744,377729595
49098873,257294818,2021-02-27,20,PP261519199841,377743701
49098332,266292784,2021-02-27,20,PP261519199225,377735833
49097988,256440422,2021-02-27,20,PP261519198868,377731243
49098954,257208434,2021-02-27,20,PP261519199940,377744984
49098118,266243442,2021-02-27,20,PP261519199003,377732988
49099073,261846910,2021-02-27,20,PP261519200028,377746146
49097350,257409232,2021-02-27,20,PP261519198171,377722243
49097696,256795592,2021-02-27,20,PP261519198511,377726598
49098673,266292936,2021-02-27,20,PP261519199598,377740554
49098939,266293076,2021-02-27,20,PP261519199919,377744732
49099907,266293518,2021-02-27,20,PP261519200486,377751879
49098450,254678246,2021-02-27,20,PP261519199331,377737165
49098945,253414394,2021-02-27,20,PP261519199928,377744830
49098448,266292844,2021-02-27,20,PP261519199352,377737437
49099509,247300942,2021-02-27,20,PP261519200306,377749596
49098601,266292902,2021-02-27,20,PP261519199500,377739254
49098235,256236316,2021-02-27,20,PP261519199152,377734879
49097590,251759062,2021-02-27,20,PP261519198395,377725182
49097646,266292522,2021-02-27,20,PP261519198451,377725855
49098457,253642308,2021-02-27,20,PP261519199357,377737499
49098704,241053260,2021-02-27,20,PP261519199650,377741204
49098017,243189260,2021-02-27,20,PP261519198903,377731704
49097756,257624402,2021-02-27,20,PP261519198583,377727519
49100109,248086858,2021-02-27,20,PP261519200603,377753372
49097790,257260732,2021-02-27,20,PP261519198619,377727984
49097955,253823572,2021-02-27,20,PP261519198837,377730849
49097723,266292564,2021-02-27,20,PP261519198545,377727034
49099853,262222598,2021-02-27,20,PP261519200454,377751501
49097272,257577786,2021-02-27,20,PP261519198109,377721451
49098124,266194908,2021-02-27,20,PP261519199012,377733105
49098948,266293082,2021-02-27,20,PP261519199932,377744877
49097497,255942600,2021-02-27,20,PP261519198311,377724085
49097461,256379620,2021-02-27,20,PP261519198273,377723605
49098108,250572376,2021-02-27,20,PP261519199008,377733053
49098236,256676412,2021-02-27,20,PP261519199152,377734880
49097375,262878128,2021-02-27,20,PP261519198196,377722561
49097861,244217020,2021-02-27,20,PP261519198712,377729194
49098115,249122774,2021-02-27,20,PP261519198999,377732939
49098562,256579122,2021-02-27,20,PP261519199467,377738845
49099100,253727728,2021-02-27,20,PP261519200047,377746417
49098018,255859996,2021-02-27,20,PP261519198903,377731705
49098557,259488360,2021-02-27,20,PP261519199460,377738748
49097945,257051418,2021-02-27,20,PP261519198828,377730722
49098930,266279188,2021-02-27,20,PP261519199911,377744650
49098288,256199378,2021-02-27,20,PP261519199201,377735538
49098731,266292962,2021-02-27,20,PP261519199663,377741354
49097308,255572188,2021-02-27,20,PP261519198127,377721689
49097990,254263778,2021-02-27,20,PP261519198887,377731502
49098255,266292750,2021-02-27,20,PP261519199173,377735165
49097814,252862668,2021-02-27,20,PP261519198649,377728378
49097559,266292498,2021-02-27,20,PP261519198360,377724737
49099711,260870566,2021-02-27,20,PP261519200389,377750696
49097839,263374370,2021-02-27,20,PP261519198677,377728736
49097841,250276468,2021-02-27,20,PP261519198678,377728751
49098164,257401254,2021-02-27,20,PP261519199056,377733694
49097306,259438170,2021-02-27,20,PP261519198125,377721662
49097404,257421410,2021-02-27,20,PP261519198231,377723041
49097530,256667136,2021-02-27,20,PP261519198333,377724362
49098432,266292834,2021-02-27,20,PP261519199318,377736982
49097490,257649144,2021-02-27,20,PP261519198304,377724007
49098495,255734968,2021-02-27,20,PP261519199399,377737999
49100410,266205810,2021-02-27,20,PP261519200780,377755586
49097920,266212506,2021-02-27,20,PP261519198792,377730256
49098623,266292914,2021-02-27,20,PP261519199539,377739796
49097951,245779822,2021-02-27,20,PP261519198833,377730789
49098851,256515178,2021-02-27,20,PP261519199804,377743213
49099433,266293312,2021-02-27,20,PP261519200242,377748811
49099452,246257648,2021-02-27,20,PP261519200257,377749008
49098607,266292906,2021-02-27,20,PP261519199486,377739075
49097691,253083282,2021-02-27,20,PP261519198505,377726534
49098583,257375792,2021-02-27,20,PP261519199486,377739081
49098070,244194130,2021-02-27,20,PP261519198953,377732350
49098912,251258362,2021-02-27,20,PP261519199910,377744630
49097742,261193606,2021-02-27,20,PP261519198562,377727237
49098654,250210884,2021-02-27,20,PP261519199560,377740067
49098430,266292832,2021-02-27,20,PP261519199317,377736962
49097292,255222760,2021-02-27,20,PP261519198121,377721612
49097305,266292402,2021-02-27,20,PP261519198121,377721611
49097450,245570462,2021-02-27,20,PP261519198236,377723101
49098058,257431978,2021-02-27,20,PP261519198941,377732182
49097602,256001546,2021-02-27,20,PP261519198431,377725599
49097843,266292620,2021-02-27,20,PP261519198681,377728786
49100252,245951006,2021-02-27,20,PP261519200670,377754204
49098181,255685004,2021-02-27,20,PP261519199073,377733903
49098423,256621232,2021-02-27,20,PP261519199331,377737157
49097803,257171476,2021-02-27,20,PP261519198631,377728143
49098970,256777734,2021-02-27,20,PP261519199943,377745026
49099248,266293242,2021-02-27,20,PP261519200142,377747585
49098005,266187302,2021-02-27,20,PP261519198892,377731572
49097344,262250340,2021-02-27,20,PP261519198167,377722186
49099173,262213944,2021-02-27,20,PP261519200098,377747019
49098240,257412446,2021-02-27,20,PP261519199029,377733351
49100575,257326574,2021-02-27,20,PP261519200884,377756933
49098569,261882244,2021-02-27,20,PP261519199472,377738899
49098142,266292716,2021-02-27,20,PP261519199008,377733056
49100265,246402130,2021-02-27,20,PP261519200691,377754463
49100021,262281362,2021-02-27,20,PP261519200547,377752656
49100506,245650000,2021-02-27,20,PP261519200840,377756380
49098864,255063020,2021-02-27,20,PP261519199832,377743588
49098068,258830986,2021-02-27,20,PP261519198952,377732325
49100074,266293582,2021-02-27,20,PP261519200580,377753072
49100555,262109646,2021-02-27,20,PP261519200870,377756763
49097848,257150072,2021-02-27,20,PP261519198689,377728888
49098211,264463140,2021-02-27,20,PP261519199123,377734525
49100564,255335226,2021-02-27,20,PP261519200877,377756842
49097849,266292622,2021-02-27,20,PP261519198692,377728920
49098484,266191064,2021-02-27,20,PP261519199371,377737654
49097332,256372190,2021-02-27,20,PP261519198149,377721974
49100321,249879032,2021-02-27,20,PP261519200730,377754938
49098791,256736066,2021-02-27,20,PP261519199728,377742226
49097373,266188208,2021-02-27,20,PP261519198215,377722812
49097999,266292668,2021-02-27,20,PP261519198884,377731448
49100260,266293676,2021-02-27,20,PP261519200692,377754473
49099020,266293124,2021-02-27,20,PP261519199999,377745762
49097526,266292480,2021-02-27,20,PP261519198333,377724365
49098599,257310994,2021-02-27,20,PP261519199501,377739264
49098694,256878692,2021-02-27,20,PP261519199624,377740864
49098682,257461128,2021-02-27,20,PP261519199589,377740445
49098279,262125892,2021-02-27,20,PP261519199194,377735460
49097363,266292414,2021-02-27,20,PP261519198154,377722039
49098109,249207142,2021-02-27,20,PP261519198991,377732835
49098714,266292952,2021-02-27,20,PP261519199640,377741077
49097443,242976716,2021-02-27,20,PP261519198260,377723421
49098208,256863552,2021-02-27,20,PP261519199111,377734384
49100112,266293594,2021-02-27,20,PP261519200602,377753367
49097946,257542566,2021-02-27,20,PP261519198829,377730741
49098440,255734894,2021-02-27,20,PP261519199360,377737528
49098025,266292676,2021-02-27,20,PP261519198912,377731826
49098316,266292774,2021-02-27,20,PP261519199212,377735674
49098403,260804038,2021-02-27,20,PP261519199307,377736846
49098117,262127838,2021-02-27,20,PP261519198998,377732922
49097314,250892964,2021-02-27,20,PP261519198136,377721804
49098902,266293050,2021-02-27,20,PP261519199881,377744248
49099457,254818866,2021-02-27,20,PP261519200260,377749048
49098205,255238648,2021-02-27,20,PP261519199107,377734332
49097573,256801138,2021-02-27,20,PP261519198348,377724581
49097950,257034304,2021-02-27,20,PP261519198832,377730782
49098698,256997032,2021-02-27,20,PP261519199626,377740894
49097967,266273036,2021-02-27,20,PP261519198847,377730983
49098779,266292986,2021-02-27,20,PP261519199714,377742017
49097479,262221258,2021-02-27,20,PP261519198268,377723537
49097576,260922798,2021-02-27,20,PP261519198379,377724970
49098363,266292798,2021-02-27,20,PP261519199239,377736004
49100752,256802398,2021-02-27,20,PP261519201020,377758624
49099041,266293134,2021-02-27,20,PP261519200014,377745947
49100854,262184180,2021-02-27,20,PP261519201085,377759438
49099099,266290694,2021-02-27,20,PP261519200038,377746304
